"id","text"
1661986426739650560,"GM fam 🔱 TGIF
Super happy to announce my new work ""ucute"" as part of @MecenateFineArt Real thoughts Foundation space and exhibition in Rome, curated by big bro @DVKtheartist 
Link below! https://t.co/EsGGGgcnRN"
